"citation_key","author","title","year","journal","volume","issue","pages"
"Nicolaou2011a","Nicolaou, Andreas I. and McKnight, D. Harrison","System Design Features and Repeated Use of Electronic Data Exchanges",2011,"Journal of Management Information Systems",28,2,"269--304"
"Nidumolu1996","Nidumolu, Sarma R.","A Comparison of the Structural Contingency and Risk-Based Perspectives on Coordination in Software Development Projects",1996,"Journal of Management Information Systems",13,2,"77-113"
"Nidumolu2003","Nidumolu, Sarma R. and Subramani, Mani R.","The Matrix of Control: Combining Process and Structure Approaches to Managing Software Development",2003,"Journal of Management Information Systems",20,3,"159--196"
"Oh2006","Oh, Wonseok and Gallivan, Michael J. and Kim, Joung W.","The Market' S Perception of the Transactional Risks of Information Technology Outsourcing Announcements",2006,"Journal of Management Information Systems",22,4,"271--303"
"Oh2007","Oh, Wonseok and Pinsonneault, Alain","On the Assessment of the Strategic Value of Information Technologies: Conceptual and Analytical Approaches",2007,"MIS Quarterly",31,2,"239--265"
"Oh2013","Oh, Onook and Agrawal, Manish and Rao, H. Raghav","Community Intelligence and Social Media Services: A Rumor Theoretic Analysis of Tweets During Social Crises",2013,"MIS Quarterly",37,2,"407--426"
"Orlikowski2001a","Orlikowski, Wanda J. and Barley, Stephen R.","Technology and Institutions: What Can Research on Information Technology and Research on Organizations Learn from Each Other?",2001,"MIS Quarterly",25,2,"145-165"
"Osei-Bryson2008","Osei-Bryson, Kweku-Muata and Dong, Linying and Ngwenyama, Ojelanki K.","Exploring managerial factors affecting ERP implementation: an investigation of the Klein-Sorra model using regression splines",2008,"Information Systems Journal",18,5,"499-527"
"Osei-Bryson2011","Osei-Bryson, Kweku-Muata and Ngwenyama, Ojelanki K.","Using decision tree modelling to support Peircian abduction in IS research: a systematic approach for generating and evaluating hypotheses for systematic theory development",2011,"Information Systems Journal",21,5,"407-440"
"Otim2012","Otim, Sam and Grover, Varun","Resolving Uncertainty and Creating Value from the Exercise of E-Commerce Investment Options",2012,"Information Systems Journal",22,4,"261--287"
"Otim2012a","Otim, Samual and Dow, Kevin E. and Grover, Varun and Wong, Jeffrey A.","The Impact of Information Technology Investments on Downside Risk of the Firm: Alternative Measurement of the Business Value of IT",2012,"Journal of Management Information Systems",29,1,"159--194"
"Pallud2010","Pallud, Jessie and Monod, Emmanuel","User Experience of Museum Technologies: The Phenomenological Scales",2010,"European Journal of Information Systems",19,5,"562--580"
"Palmer2000","Palmer, Jonathan W. and Markus, M. Lynne","The Performance Impacts of Quick Response and Strategic Alignment in Specialty Retailing",2000,"Information Systems Research",11,3,"241--259"
"Palmer2002","Palmer, Jonathan W.","Web Site Usability, Design, and Performance Metrics",2002,"Information Systems Research",13,2,"151--167"
"Pang2014a","Pang, Min-Seok and Lee, Gwanhoo and DeLone, William H.","IT Resources, Organizational Capabilities, and Value Creation in Public-sector Organizations: A Public-value Management Perspective",2014,"Journal of Information Technology",29,3,"187--205"
"Pare2008","Paré, Guy and Bourdeau, Simon and Marsan, Josianne and Nach, Hamid and Shuraida, Shadi","Re-examining the Causal Structure of Information Technology Impact Research",2008,"European Journal of Information Systems",17,4,"403--416"
"Park2007","Park, Jungsoo and Shin, Seung Kyoon and Sanders, G. Lawrence","Impact of International Information Technology Transfer on National Productivity",2007,"Information Systems Research",18,1,"86--102"
"Park2015","Park, Insu and Sharman, Raj and Rao, H. Raghav","Disaster Experience and Hospital Information Systems: An Examination of Perceived Information Assurance, Risk, Resilience, and HIS Usefulness",2015,"MIS Quarterly",39,2,"317-344"
"Pavlou2005","Pavlou, Paul A. and Housel, Thomas J. and Rodgers, Waymond and Jansen, Erik","Measuring the Return on Information Technology : A Knowledge-Based Approach for Revenue Allocation at the Process and Firm Level",2005,"Journal of the Association for Information Systems",6,7,"199--226"
"Pavlou2006","Pavlou, Paul A. and El Sawy, Omar A.","From IT Leveraging Competence to Competitive Advantage in Turbulent Environments: The Case of New Product Development",2006,"Information Systems Research",17,3,"198--227"
"Peffers2013","Peffers, Ken and Dos Santos, Brian L.","Research Opportunities in Information Technology Funding and System Justification",2013,"European Journal of Information Systems",22,2,"131--138"
"Pei-Yu2002","Pei-Yu, Chen and Hitt, Lorin M.","Measuring Switching Costs and the Determinants of Customers Retention in Internet-enabled Businesses: A Study of the Online Brokerage Industry",2002,"Information Systems Research",13,3,"255--274"
"Peppard2000","Peppard, Joe and Lambert, Rob and Edwards, Chris","Whose Job Is It Anyway?: Organizational Information Competencies for Value Creation",2000,"Information Systems Journal",10,4,"291--322"
"Peppard2004","Peppard, Joe and Ward, John M.","Beyond strategic information systems: towards an IS capability",2004,"The Journal of Strategic Information Systems",13,2,"167--194"
"Peppard2014","Peppard, Joe and Galliers, Robert D. and Thorogood, Alan","Information Systems Strategy As Practice: Micro Strategy and Strategizing for IS",2014,"The Journal of Strategic Information Systems",23,1,"1--10"
"Petter2008","Petter, Stacie and DeLone, William H. and McLean, Ephraim R.","Measuring Information Systems Success: Models, Dimensions, Measures, and Interrelationships",2008,"European Journal of Information Systems",17,3,"236--263"
"Petter2009","Petter, Stacie and McLean, Ephraim R.","A Meta-Analytic Assessment of the DeLone and McLean IS Success Model: An Examination of IS Success at the Individual Level",2009,"Information & Management",46,3,"159--166"
"Petter2012","Petter, Stacie and DeLone, William H. and McLean, Ephraim R.","The Past, Present, and Future of ""IS Success""",2012,"Journal of the Association for Information Systems",13,5,"341--362"
"Petter2013","Petter, Stacie and DeLone, William H. and McLean, Ephraim R.","Information Systems Success: The Quest for the Independent Variables",2013,"Journal of Management Information Systems",29,4,"7--62"
"Piccoli2005","Piccoli, Gabriele and Ives, Blake","Review: IT- Dependent Strategic Initiatives and Sustained Competitive Advantage: A Review and Synthesis of the Literature",2005,"MIS Quarterly",29,4,"747--776"
"Piccoli2014","Piccoli, Gabriele and Lui, Tsz-Wai","The Competitive Impact of Information Technology: Can Commodity IT Contribute to Competitive Performance?",2014,"European Journal of Information Systems",23,6,"616--628"
"Pinsonneault1998","Pinsonneault, Alain and Rivard, Suzanne","Information Technology and the Nature of Managerial Work: From the Productivity Paradox to the Icarus Paradox?",1998,"MIS Quarterly",22,3,"287-311"
"Pitt1995","Pitt, Leyland F. and Watson, Richard T. and Kavan, C. Bruce","Service Quality: A Measure of Information System Effectiveness",1995,"MIS Quarterly",19,2,"173-187"
"Pitt2011","Pitt, Leyland F. and Parent, Michael and Junglas, Iris and Chan, Anthoy and Spyropoulou, Stavroula","Integrating the Smartphone into a Sound Environmental Information Systems Strategy: Principles, Practices and a Research Agenda",2011,"The Journal of Strategic Information Systems",20,1,"27--37"
"Popovivc2014","Popovič, Aleš and Hackney, Ray and Coelho, Pedro Simões and Jaklič, Jurij","How Information-sharing Values Influence the Use of Information Systems: An Investigation in the Business Intelligence Systems Context",2014,"The Journal of Strategic Information Systems",23,4,"270--283"
"Porra2005","Porra, Jaana and Hirschheim, Rudy and Parks, Michael S.","The History of Texaco' S Corporate Information Technology Function: A General Systems Theoretical Interpretation",2005,"MIS Quarterly",29,4,"721--746"
"Posey2013","Posey, Clay and Roberts, Tom L. and Lowry, Paul Benjamin and Bennett, Rebecca J. and Courtney, James F.","Insiders' Protection of Organizational Information Assets: Development of a Systematics-Based Taxonomy and Theory of Diversity for Protection-Motivated Behaviors",2013,"MIS Quarterly",37,4,"1189--1210"
"Prat2015","Prat, Nicolas and Comyn-Wattiau, Isabelle and Akoka, Jacky","A Taxonomy of Evaluation Methods for Information Systems Artifacts",2015,"Journal of Management Information Systems",32,3,"229--267"
"Premkumar1994","Premkumar, G. and Ramamurthy, Keshavamurthy and Nilakanta, Sree","Implementation of Electronic Data Interchange: An Innovation Diffusion Perspective",1994,"Journal of Management Information Systems",11,2,"157--186"
"Price2005","Price, Rosanne and Shanks, Graeme","A Semiotic Information Quality Framework: Development and Comparative Analysis",2005,"Journal of Information Technology",20,2,"88--102"
"Pries-Heje2008","Pries-Heje, AnJ and Baskerville, Richard","The Design Theory Nexus",2008,"MIS Quarterly",32,4,"731--755"
"Qu2010","Qu, Wen Guang and Oh, Wonseok and Pinsonneault, Alain","The Strategic Value of IT Insourcing: An IT-enabled Business Process Perspective",2010,"The Journal of Strategic Information Systems",19,2,"97--108"
"Qu2011","Qu, Wen Guang and Pinsoneault, Alain and Oh, Wonseok","Influence of Industry Characteristics on Information Technology Outsourcing",2011,"Journal of Management Information Systems",27,4,"99--128"
"Quaadgras2014","Quaadgras, Anne and Weill, Peter and Ross, Jeanne W.","Management Commitments That Maximize Business Impact From IT",2014,"Journal of Information Technology",29,2,"114--127"
"Quan2003","Quan, Jing"" Jim"" and Hu, Qing and Hart, Paul J.","Information Technology Investments and Firms' Performance--A Duopoly Perspective",2003,"Journal of Management Information Systems",20,3,"121--158"
"Qureshi2009","Qureshi, Israr and Fang, Yulin and Ramsey, Elaine and McCole, Patrick and Ibbotson, Patrick and Compeau, Deborah","Understanding online customer repurchasing intention and the mediating role of trust - an empirical investigation in two developed countries",2009,"European Journal of Information Systems",18,3,"205-222"
"Racherla2013","Racherla, Pradeep and Mandviwalla, Munir","Moving from Access to Use of the Information Infrastructure: A Multilevel Sociotechnical Framework",2013,"Information Systems Research",24,3,"709--730"
"Ragowsky2000","Ragowsky, Arik and Stern, Myles and Adams, Dennis A.","Relating Benefits from Using IS to an Organization’s Operating Characteristics: Interpreting Results from Two Countries",2000,"Journal of Management Information Systems",16,4,"175--194"
"Rai2002","Rai, Arun and Lang, Sandra S. and Welker, Robert B.","Assessing the validity of IS success models: An empirical test and theoretical analysis",2002,"Information Systems Research",13,1,"50--69"
"Rai2009","Rai, Arun and Brown, Paul and Tang, Xinlin","Organizational Assimilation of Electronic Procurement Innovations",2009,"Journal of Management Information Systems",26,1,"257--296"
"Rai2010","Rai, Arun and Tang, Xinlin","Leveraging IT Capabilities and Competitive Process Capabilities for the Management of Interorganizational Relationship Portfolios",2010,"Information Systems Research",21,3,"516--542"
"Rai2012","Rai, Arun and Keil, Mark and Hornyak, Rob and Wüllenweber, Kim","Hybrid Relational-Contractual Governance for Business Process Outsourcing",2012,"Journal of Management Information Systems",29,2,"213--256"
"Rai2012a","Rai, Arun and Pavlou, Paul A. and Im, Ghiyoung and Du, Steve","Interfirm IT Capability Profiles and Communications for Cocreating Relational Value: Evidence from the Logistics Industry",2012,"MIS Quarterly",36,1,"233--262"
"Rai2015","Rai, Arun and Arikan, Ilgaz and Pye, Jessica and Tiwana, Amrit","Fit and Misfit of Plural Sourcing Strategies and IT-Enabled Process Integration Capabilities: Consequences of Firm Performance in the U.S. Electric Utility Industry",2015,"MIS Quarterly",39,4,"865-885"
"RainerJr1995","Rainer, R., Jr. Kelly and Watson, Hugh J.","The Keys to Executive Information System Success",1995,"Journal of Management Information Systems",12,2,"83--98"
"Ramiller2008","Ramiller, Neil C. and Swanson, E. Burton and Wang, Ping","Research Directions in Information Systems: Toward an Institutional Ecology",2008,"Journal of the Association for Information Systems",9,1,"1--22"
"Ranganathan2006","Ranganathan, C. and Brown, Carol V.","ERP Investments and the Market Value of Firms: Toward an Understanding of Influential ERP Project Variables",2006,"Information Systems Research",17,2,"145--161"
"Ravichandran1999","Ravichandran, Thiagarajan and Rai, Arun","Total Quality Management in Information Systems Development: Key Constructs and Relationships",1999,"Journal of Management Information Systems",16,3,"119-155"
"Ravichandran2005","Ravichandran, Thiagarajan and Lertwongsatien, Chalermsak and LERTWONGSATIEN, C. H. A. L. E. R. M. S. A. K.","Effect of Information Systems Resources and Capabilities on Firm Performance: A Resource-based Perspective",2005,"Journal of Management Information Systems",21,4,"237--276"
"Ravichandran2009","Ravichandran, T. and Liu, Yu and Han, Shu and Hasan, Iftekhar","Diversification and Firm Performance: Exploring the Moderating Effects of Information Technology Spending",2009,"Journal of Management Information Systems",25,4,"205--240"
"Ray2005","Ray, Gautam and Muhanna, Waleed A. and Barney, Jay B.","Information Technology and the Performance of the Customer Service Process: A Resource-Based Analysis",2005,"MIS Quarterly",29,4,"625--652"
"Ray2014","Ray, Soumya and Kim, Sung S. and Morris, James G.","The Central Role of Engagement in Online Communities",2014,"Information Systems Research",25,3,"528--546"
"Remenyi2002","Remenyi, D.","As the first 50 years of computing draw to an end...: what kind of society do we want?",2002,"Journal of Information Technology",17,1,"3-7"
"Ren2015","Ren, Fei and Dewan, Sanjeev","Industry-Level Analysis of Information Technology Return and Risk: What Explains the Variation?",2015,"Journal of Management Information Systems",32,2,"71--103"
"Renaud2016","Renaud, Alexandre and Walsh, Isabelle and Kalika, Michel","Is SAM still alive? A bibliometric and interpretive mapping of the strategic alignment research field",2016,"The Journal of Strategic Information Systems",25,2,"75-103"
"Richard2012","Richard, Pierre J. and Coltman, Tim and Keating, Byron W.","Designing IS Service Strategy: An Information Acceleration Approach",2012,"European Journal of Information Systems",21,1,"87--98"
"Richardson2014","Richardson, Sandra and Kettinger, William J. and Banks, Michael Shane and Quintana, Quri","IT and Agility in the Social Enterprise: A Case Study of St Jude Children' S Research Hospital' S ``Cure4Kids' ' IT-Platform for International Outreach",2014,"Journal of the Association for Information Systems",15,1,"1--32"
"Rivard2006","Rivard, Suzanne and Raymond, Louis and Verreault, David","Resource-Based View and Competitive Strategy: An Integrated Model of the Contribution of Information Technology to Firm Performance",2006,"The Journal of Strategic Information Systems",15,1,"29--50"
"Roberts2012","Roberts, Nicholas and Galluch, Pamela S. and Dinger, Michael and Grover, Varun","Absorptive Capacity and Information Systems Research: Review, Synthesis, and Directions for Future Research",2012,"MIS Quarterly",36,2,"625--648"
"Roberts2012a","Roberts, Nicholas and Grover, Varun","Leveraging Information Technology Infrastructure to Facilitate a Firm's Customer Agility and Competitive Activity: An Empirical Investigation",2012,"Journal of Management Information Systems",28,4,"231--270"
"Roberts2016","Roberts, Nicholas H. and Campbell, Damon E. and Vijayasarathy, Leo R.","Using Information Systems to Sense Opportunities for Innovation: Integrating Postadoptive Use Behaviors with the Dynamic Managerial Capability Perspective",2016,"Journal of Management Information Systems",33,1,"45--69"
"Rode2016","Rode, H.","To share or not to share: the effects of extrinsic and intrinsic motivations on knowledge-sharing in enterprise social media platforms",2016,"Journal of Information Technology",31,2,"152–165"
"Rosemann2008","Rosemann, Michael and Vessey, Iris","Toward Improving the Relevance of Information Systems Research to Practice: The Role of Applicability Checks",2008,"MIS Quarterly",32,1,"1--22"
"Ross1999","Ross, Jeanne and Vitale, Michael and Beath, Cynthia","The Untapped Potential of IT Chargeback",1999,"MIS Quarterly",23,2,"215--237"
"Rowe2010","Rowe, Frantz","Valuing Worldwide Diversity in a European Spirit: Being More Critical and Open",2010,"European Journal of Information Systems",19,5,"495--500"
"Rowe2012","Rowe, Frantz","Toward a Richer Diversity of Genres in Information Systems Research: New Categorization and Guidelines",2012,"European Journal of Information Systems",21,5,"469--478"
"Rowe2014a","Rowe, Frantz","What Literature Review is Not: Diversity, Boundaries and Recommendations",2014,"European Journal of Information Systems",23,3,"241--255"
"Ruth2012","Ruth, Raban Daphne","Conversation As a Source of Satisfaction and Continuance in a Question-and-Answer Site",2012,"European Journal of Information Systems",21,4,"427--437"
"Ryan2000","Ryan, Sherry D. and Harrison, David A.","Considering Social Subsystem Costs and Benefits in Information Technology Investment Decisions: A View from the Field on Anticipated Payoffs",2000,"Journal of Management Information Systems",16,4,"11-40"
"Saarinen1992","Saarinen, Timo and Sääksjärvi, Markku","Process and product success in information systems development",1992,"The Journal of Strategic Information Systems",1,5,"266-275"
"Sabherwal2015","Sabherwal, Rajiv and Jeyaraj, Anand","Information Technology Impacts on Firm Performance: An Extension of Kohli and Devaraj (2003)",2015,"MIS Quarterly",39,4,"809--836"
"Salge2015","Salge, Torsten-Oliver and Kohli, Rajiv and Barrett, Michael","Investing in Information Systems: On the Behavioral and Institutional Search Mechanisms Underpinning Hospitals' IS Investment Decisions",2015,"MIS Quarterly",39,1,"61--89"
"Sandberg2014","Sandberg, Johan and Mathiassen, Lars and Napier, Nannette","Digital Options Theory for IT Capability Investment",2014,"Journal of the Association for Information Systems",15,7,"422--453"
"Santhanam1995","Santhanam, R. and Guimaraes, T.","Assessing the quality of institutional DSS",1995,"European Journal of Information Systems",4,3,"159-170"
"Santhanam2003","Santhanam, Radhika and Hartono, Edward","Issues in Linking Information Technology Capability to Firm Performance",2003,"MIS Quarterly",27,1,"125--153"
"Sarker2012","Sarker, Suprateek and Sarker, Saonee and Sahaym, Arvin and Bjørn-Andersen, Niels","Exploring Value Cocreation in Relationships between an ERP Vendor and Its Partners: A Revelatory Case Study",2012,"MIS Quarterly",36,1,"317--338"
"Sasidharan2012","Sasidharan, Sharath and Santhanam, Radhika and Brass, Daniel J. and Sambamurthy, Vallabh","The Effects of Social Network Structure on Enterprise Systems Success: A Longitudinal Multilevel Analysis",2012,"Information Systems Research",23,3,"658--678"
"Saunders2016b","Saunders, Adam and Brynjolfsson, Erik","Valuing Information Technology Related Intangible Assets",2016,"MIS Quarterly",40,1,"83-110"
"Sawy2010","Sawy, Omar El and Malhotra, Arvind and Park, YoungKi and Pavlou, Paul A.","Research Commentary - Seeking the Configurations of Digital Ecodynamics: It Takes Three to Tango",2010,"Information Systems Research",21,4,"835-848"
"Sawyer2000","Sawyer, Steven","Packaged software: implications of the differences from custom approaches to software development",2000,"European Journal of Information Systems",9,1,"47-58"
"Sawyer2001","Sawyer, Steve","Effects of intra-group conflict on packaged software development team performance",2001,"Information Systems Journal",11,2,"155-178"
"Sawyer2010","Sawyer, Steve and Guinan, Patricia and Cooprider, Jay","Social Interactions of Information Systems Development Teams: A Performance Perspective",2010,"Information Systems Journal",20,1,"81--107"
"Scheepers2006","Scheepers, Rens and Scheepers, Helana and Ngwenyama, Ojelanki K.","Contextual Influences On User Satisfaction With Mobile Computing: Findings From Two Healthcare Organizations",2006,"European Journal of Information Systems",15,3,"261--268"
"Schlagwein2014a","Schlagwein, Daniel and Bjørn-Andersen, Niels","Organizational Learning with Crowdsourcing: The Revelatory Case of LEGO",2014,"Journal of the Association for Information Systems",15,11,"754--778"
"Schlosser2015","Schlosser, Frank and Beimborn, Daniel and Weitzel, Tim and Wagner, Heinz-Theo","Achieving social alignment between business and IT - an empirical evaluation of the efficacy of IT governance mechanisms",2015,"Journal of Information Technology",30,2,"119--135"
"Schryen2013","Schryen, Guido","Revisiting IS Business Value Research: What We Already Know, What We Still Need to Know, and How We Can Get There",2013,"European Journal of Information Systems",22,2,"139--169"
"Schwarz2003","Schwarz, Andrew and Hirschheim, Rudy","An extended platform logic perspective of IT governance: managing perceptions and activities of IT",2003,"The Journal of Strategic Information Systems",12,2,"129-166"
"Schwarz2007a","Schwarz, Andrew and Chin, Wynne W.","Looking Forward: Toward an Understanding of the Nature and Definition of IT Acceptance",2007,"Journal of the Association for Information Systems",8,4,"230-243"
"Schwarz2009","Schwarz, Andrew and Jayatilaka, Bandula and Hirschheim, Rudy and Goles, Tim","A Conjoint Approach to Understanding IT Application Services Outsourcing",2009,"Journal of the Association for Information Systems",10,10,"748--781"
"Scott2016","Scott, Murray and DeLone, William and Golden, William","Measuring eGovernment success: a public value approach",2016,"European Journal of Information Systems",25,3,"187-208"
"Seddon1997","Seddon, Peter B.","A Respecification and Extension of the DeLone and McLean Model of IS Success",1997,"Information Systems Research",8,3,"204-253"
"Seddon1999","Seddon, Peter B. and Staples, Sandy and Patnayakuni, Ravi and Bowtell, Matthew","Dimensions of Information Systems Success",1999,"Communications of the Association for Information Systems",2,20,"1--61"
"Seddon2010","Seddon, Peter B. and Calvert, Cheryl and Yang, Song","A Multi-Project Model of Key Factors Affecting Organizational Benefits from Enterprise Systems",2010,"MIS Quarterly",34,2,"305--328"
"Seddon2014","Seddon, Peter B.","Implications for Strategic IS Research of the Resource-Based Theory of the Firm: A Reflection",2014,"The Journal of Strategic Information Systems",23,4,"257--269"
"Sedera2010","Sedera, Darshana and Gable, Guy","Knowledge Management Competence for Enterprise System Success",2010,"The Journal of Strategic Information Systems",19,4,"296--306"
"Segars1998","Segars, Albert and Grover, Varun","Strategic Information Systems Planning Success: An Investigation of the Construct and Its Measurement",1998,"MIS Quarterly",22,2,"139--163"
"Segars1999","Segars, Albert H. and Grover, Varun","Profiles of Strategic Information Systems Planning",1999,"Information Systems Research",10,3,"199-232"
"Sen2007","Sen, Ravi","A Strategic Analysis of Competition Between Open Source and Proprietary Software",2007,"Journal of Management Information Systems",24,1,"233--257"
"Serafeimidis2000","Serafeimidis, V. and Smithson, S.","Information systems evaluation in practice: a case study of organizational change",2000,"Journal of Information Technology",15,2,"93-105"
"Setia2011","Setia, Pankaj and Setia, Monika and Krishnan, Ranjani and Sambamurthy, Vallabh","The Effects of the Assimilation and Use of IT Applications on Financial Performance in Healthcare Organizations",2011,"Journal of the Association for Information Systems",12,3,"274--298"
"Setia2012","Setia, Pankaj and Rajagopalan, Balaji and Sambamurthy, Vallabh and Calantone, Roger","How Peripheral Developers Contribute to Open-Source Software Development",2012,"Information Systems Research",23,1,"144-163"
"Setia2013","Setia, Pankaj and Venkatesh, Viswanath and Joglekar, Supreet","Leveraging Digital Technologies: How Information Quality Leads to Localized Capabilities and Customer Service Performance",2013,"MIS Quarterly",37,2,"565--590"
"Shah2007","Shah, Mahmood Hussain and Braganza, Ashley and Morabito, Vincenzo","A Survey of Critical Success Factors in E-Banking: An Organisational Perspective",2007,"European Journal of Information Systems",16,4,"511--524"
"Shang2002","Shang, Shari and Seddon, Peter B.","Assessing and managing the benefits of enterprise systems: the business manager' s perspective",2002,"Information Systems Journal",12,4,"271-299"
"Sharda2004","Sharda, Ramesh and Romano Jr., Nicholas C. and Lucca, Joyce A. and Weiser, Mark and Scheets, George and Chung, Jong-Moon and Sleezer, Catherine M.","Foundation for the Study of Computer-supported Collaborative Learning Requiring Immersive Presence",2004,"Journal of Management Information Systems",20,4,"31--64"
"Sharma2003b","Sharma, Rajeev and Yetton, Philip","The Contingent Effects of Management Support and Task Interdependence on Successful Information Systems Implementation",2003,"MIS Quarterly",27,4,"533--555"
"Sharma2007","Sharma, Rajeev and Yetton, Philip","The Contingent Effects of Training, Technical Complexity, and Task Interdependence on Successful Information Systems Implementation",2007,"MIS Quarterly",31,2,"219--238"
"Sharma2009","Sharma, Rajeev and Yetton, Philip and Crawford, Jeff","Estimating the Effect of Common Method Variance: The Method-Method Pair Technique with an Illustration from TAM Research",2009,"MIS Quarterly",33,3,"473--490"
"Sharma2014a","Sharma, Rajeev and Mithas, Sunil and Kankanhalli, Atreyi","Transforming Decision-making Processes: A Research Agenda for Understanding the Impact of Business Analytics on Organisations",2014,"European Journal of Information Systems",23,4,"433--441"
"Shaw2002","Shaw, Neal G.","Capturing the Technological Dimensions of IT Infrastructure Change: A Model and Empirical Evidence",2002,"Journal of the Association for Information Systems",2,"no issue","1-33"
"Sheng2005","Sheng, Hong and Nah, Fiona Fui-Hoon and Siau, Keng","Strategic Implications of Mobile Technology: A Case Study Using Value-Focused Thinking",2005,"The Journal of Strategic Information Systems",14,3,"269--290"
"Sherer2014","Sherer, Susan A.","Advocating for Action Design Research on IT Value Creation in Healthcare",2014,"Journal of the Association for Information Systems",15,12,"860--878"
"Shin2001","Shin, Namchul","The impact of information technology on financial performance: the importance of strategic choice",2001,"European Journal of Information Systems",10,4,"227-236"
"Shollo2015","Shollo, Arisa and Constantiou, Ioanna D. and Kreiner, Kristian","The interplay between evidence and judgment in the IT project prioritization process",2015,"The Journal of Strategic Information Systems",24,3,"171-188"
"Shollo2015a","Shollo, Arisa and Galliers, Robert D.","Towards an understanding of the role of business intelligence systems in organisational knowing",2015,"Information Systems Journal",26,4,"339--367"
"Sila2010","Sila, Ismail","Do Organisational and Environmental Factors Moderate the Effects of Internet-Based Interorganisational Systems on Firm Performance?",2010,"European Journal of Information Systems",19,5,"581--600"
"Silva2007a","Silva, Leiser and Hirschheim, Rudy","Fighting Against Windmills: Strategic Information Systems and Organizational Deep Structures",2007,"MIS Quarterly",31,2,"327--354"
"Silver1995","Silver, Mark and Markus, M. and Beath, Cynthia","The Information Technology Interaction Model: A Foundation for the MBA Core Course",1995,"MIS Quarterly",19,3,"361--390"
"Singh2008","Singh, Param Vir and Tan, Yong and Mookerjee, Vijay S.","Network Effects: The Influence of Structural Capital on Open Source Project Success",2008,"MIS Quarterly",35,4,"813-829"
"Sircar1998","Sircar, S. and Turnbow, J. L. and Bordoloi, B.","The Impact of Information Technology Investments on Firm Performance: A Review of the Literature",1998,"Engineering Valuation and Cost Analysis",1,2,"171--181"
"Sircar2000","Sircar, Sumit and Turnbow, Joe L. and Bordoloi, Bijoy","A Framework for Assessing the Relationship between Information Technology Investments and Firm Performance",2000,"Journal of Management Information Systems",16,4,"69--97"
"Sircar2009","Sircar, Sumit and Choi, Jung","A study of the impact of information technology on firm performance: a flexible production function approach",2009,"Information Systems Journal",19,3,"313-339"
"Slaughter2006","Slaughter, Sandra A. and Levine, Linda and Ramesh, Balasubramaniam and Pries-Heje, Jan and Baskerville, Richard","Aligning Software Processes with Strategy",2006,"MIS Quarterly",30,4,"891--918"
"Smithson1998","Smithson, S. and Hirschheim, R.","Analysing information systems evaluation: another look at an old problem",1998,"European Journal of Information Systems",7,3,"158-174"
"Soellner2016","Söllner, Matthias and Hoffmann, Axel and Leimeister, Jan Marco","Why different trust relationships matter for information systems users",2016,"European Journal of Information Systems",25,3,"274-287"
"Soh1995","Soh, C. and Markus, M. L.","How IT Creates Business Value: A Process Theory Synthesis",1995,"no journal","no volume","no issue","29--41"
"Soror2015","Soror, Amr A. and Hammer, Bryan I. and Steelman, Zachary R. and Davis, Fred D. and Limayem, Moez","Good habits gone bad: Explaining negative consequences associated with the use of mobile phones from a dual-systems perspective",2015,"Information Systems Journal",25,4,"403--427"
"Stafford2011","Stafford, T. F. and Turan, A. H.","Online Tax Payment Systems As an Emergent Aspect of Governmental Transformation",2011,"European Journal of Information Systems",20,3,"343--357"
"Steinfield2011","Steinfield, Charles and Markus, M. Lynne and Wigand, Rolf T.","Through a Glass Clearly: Standards, Architecture, and Process Transparency in Global Supply Chains",2011,"Journal of Management Information Systems",28,2,"75--108"
"Straub1994","Straub, Detmar W.","The Effect of Culture on IT Diffusion: E-Mail and FAX in Japan and the US",1994,"Information Systems Research",5,1,"23--47"
"Straub2001","Straub, Detmar W. and Watson, Richard T.","Research Commentary: Transformational Issues in Researching IS and Net-Enabled Organizations",2001,"Information Systems Research",12,4,"337-345"
"Straub2004","Straub, Detmar and Rai, Arun and Klein, Richard","Measuring Firm Performance at the Network Level: A Nomology of the Business Impact of Digital Supply Networks",2004,"Journal of Management Information Systems",21,1,"83--114"
"Straub2008a","Straub, Detmar W.","Editor' S Comments: Why Do Top Journals Reject Good Papers",2008,"MIS Quarterly",32,3,"iii--vii"
"Straub2009","Straub, Detmar W.","Editor' S Comments: Diamond Mining or Coal Mining? Which Reviewing Industry Are We In?",2009,"MIS Quarterly",33,2,"iii--viii"
"Straub2009a","Straub, Detmar W.","Editor' S Comments: Why Top Journals Accept Your Paper",2009,"MIS Quarterly",33,3,"iii--x"
"Straub2009b","Straub, D. W.","Creating blue oceans of thought via highly citable articles",2009,"MIS Quarterly",33,4,"Iii-vii"
"Straub2010","Straub, Detmar W. and Anderson, Chad","Journal Quality and Citations: Common Metrics and Considerations About their Use",2010,"MIS Quarterly",34,1,"iii--xii"
"Straub2012","Straub, Detmar and del Guidice, Manlio","Editor' S Comments: Use",2012,"MIS Quarterly",36,4,"iii--viii"
"Sun2012","Sun, Heshan","Understanding User Revisions When Using Information System Features: Adaptive System Use and Triggers",2012,"MIS Quarterly",36,2,"453--478"
"Sun2012a","Sun, Yongqiang and Fang, Yulin and Lim, Kai H. and Straub, Detmar W.","User Satisfaction with Information Technology Service Delivery: A Social Capital Perspective",2012,"Information Systems Research",23,4,"1195--1211"
